end_date,school_cycle,start_date,Holdback students (sum).,Incoming students (sum).,School groups (sum).,Schools (sum).,Teachers (sum).,Total students (sum).,oversight_type,grade_study,geography,schooling_type
2022-06-30,2021-2022,2021-08-01,105.0,7272.0,426.0,56.0,407.0,7377.0,Private,Elementary school,Colima,Mixed
2022-06-30,2021-2022,2021-08-01,11.0,2657.0,123.0,27.0,353.0,2668.0,Private,Middle school,Colima,Mixed
2022-06-30,2021-2022,2021-08-01,588.0,64939.0,2934.0,422.0,2886.0,65527.0,Public,Elementary school,Colima,Mixed
2022-06-30,2021-2022,2021-08-01,325.0,32005.0,1179.0,151.0,2698.0,32330.0,Public,Middle school,Colima,Mixed
2023-06-30,2022-2023,2022-08-01,0.0,1316.0,0.0,7.0,28.0,1316.0,Public,High school,Colima,Remote schooling
2023-06-30,2022-2023,2022-08-01,55.0,8122.0,447.0,58.0,437.0,8177.0,Private,Elementary school,Colima,On-site education
2023-06-30,2022-2023,2022-08-01,58.0,2855.0,133.0,28.0,354.0,2913.0,Private,Middle school,Colima,On-site education
2023-06-30,2022-2023,2022-08-01,736.0,4698.0,296.0,69.0,932.0,5434.0,Private,High school,Colima,On-site education
2023-06-30,2022-2023,2022-08-01,684.0,62430.0,2896.0,422.0,2880.0,63114.0,Public,Elementary school,Colima,On-site education
2023-06-30,2022-2023,2022-08-01,149.0,30889.0,1180.0,150.0,2680.0,31038.0,Public,Middle school,Colima,On-site education
2023-06-30,2022-2023,2022-08-01,27.0,362.0,11.0,2.0,48.0,389.0,Public,Technical school,Colima,On-site education
2023-06-30,2022-2023,2022-08-01,667.0,23562.0,759.0,114.0,2101.0,24229.0,Public,High school,Colima,On-site education
2023-06-30,2022-2023,2022-08-01,55.0,8122.0,447.0,58.0,437.0,8177.0,Private,Elementary school,Colima,Mixed
2023-06-30,2022-2023,2022-08-01,58.0,2855.0,133.0,28.0,354.0,2913.0,Private,Middle school,Colima,Mixed
2023-06-30,2022-2023,2022-08-01,684.0,62430.0,2896.0,422.0,2880.0,63114.0,Public,Elementary school,Colima,Mixed
2023-06-30,2022-2023,2022-08-01,149.0,30889.0,1180.0,150.0,2680.0,31038.0,Public,Middle school,Colima,Mixed
2022-06-30,2021-2022,2021-08-01,,4302.0,297.0,108.0,306.0,4302.0,Private,Pre-school,Colima,On-site education
2022-06-30,2021-2022,2021-08-01,,2896.0,159.0,44.0,106.0,2896.0,Private,Nursery school,Colima,On-site education
2022-06-30,2021-2022,2021-08-01,,17495.0,964.0,309.0,976.0,17495.0,Public,Pre-school,Colima,On-site education
2022-06-30,2021-2022,2021-08-01,,408.0,26.0,7.0,20.0,408.0,Public,Nursery school,Colima,On-site education
2022-06-30,2021-2022,2021-08-01,,4302.0,297.0,108.0,306.0,4302.0,Private,Pre-school,Colima,Mixed
2022-06-30,2021-2022,2021-08-01,,2896.0,159.0,44.0,106.0,2896.0,Private,Nursery school,Colima,Mixed
2022-06-30,2021-2022,2021-08-01,,17495.0,964.0,309.0,976.0,17495.0,Public,Pre-school,Colima,Mixed
2022-06-30,2021-2022,2021-08-01,,408.0,26.0,7.0,20.0,408.0,Public,Nursery school,Colima,Mixed
2023-06-30,2022-2023,2022-08-01,,4938.0,306.0,102.0,320.0,4938.0,Private,Pre-school,Colima,On-site education
2023-06-30,2022-2023,2022-08-01,,2870.0,201.0,44.0,101.0,2870.0,Private,Nursery school,Colima,On-site education
2023-06-30,2022-2023,2022-08-01,,17545.0,970.0,309.0,976.0,17545.0,Public,Pre-school,Colima,On-site education
2023-06-30,2022-2023,2022-08-01,,418.0,35.0,7.0,19.0,418.0,Public,Nursery school,Colima,On-site education
2023-06-30,2022-2023,2022-08-01,,4938.0,306.0,102.0,320.0,4938.0,Private,Pre-school,Colima,Mixed
2023-06-30,2022-2023,2022-08-01,,2870.0,201.0,44.0,101.0,2870.0,Private,Nursery school,Colima,Mixed
2023-06-30,2022-2023,2022-08-01,,17545.0,970.0,309.0,976.0,17545.0,Public,Pre-school,Colima,Mixed
2023-06-30,2022-2023,2022-08-01,,418.0,35.0,7.0,19.0,418.0,Public,Nursery school,Colima,Mixed
2022-06-30,2021-2022,2021-08-01,,,325.0,71.0,996.0,5006.0,Private,High school,Colima,Mixed
2022-06-30,2021-2022,2021-08-01,,,11.0,2.0,48.0,382.0,Public,Technical school,Colima,Mixed
2022-06-30,2021-2022,2021-08-01,,,784.0,120.0,2150.0,25242.0,Public,High school,Colima,Mixed
2023-06-30,2022-2023,2022-08-01,,,312.0,70.0,1075.0,5789.0,Private,High school,Colima,Mixed
2023-06-30,2022-2023,2022-08-01,,,11.0,2.0,48.0,389.0,Public,Technical school,Colima,Mixed
2023-06-30,2022-2023,2022-08-01,,,759.0,121.0,2129.0,25545.0,Public,High school,Colima,Mixed
2022-06-30,2021-2022,2021-08-01,0.0,2204.0,0.0,5.0,21.0,2204.0,Public,High school,Durango,Remote schooling
2022-06-30,2021-2022,2021-08-01,27.0,12478.0,611.0,81.0,548.0,12505.0,Private,Elementary school,Durango,On-site education
2022-06-30,2021-2022,2021-08-01,128.0,6057.0,277.0,58.0,672.0,6185.0,Private,Middle school,Durango,On-site education
2022-06-30,2021-2022,2021-08-01,151.0,1517.0,98.0,15.0,189.0,1668.0,Private,Technical school,Durango,On-site education
2022-06-30,2021-2022,2021-08-01,239.0,6625.0,331.0,65.0,855.0,6864.0,Private,High school,Durango,On-site education
2022-06-30,2021-2022,2021-08-01,650.0,202130.0,9798.0,2403.0,9834.0,202780.0,Public,Elementary school,Durango,On-site education
2022-06-30,2021-2022,2021-08-01,1579.0,87418.0,4590.0,949.0,6658.0,88997.0,Public,Middle school,Durango,On-site education
2022-06-30,2021-2022,2021-08-01,155.0,773.0,42.0,3.0,52.0,928.0,Public,Technical school,Durango,On-site education
2022-06-30,2021-2022,2021-08-01,2433.0,63238.0,2323.0,267.0,5565.0,65671.0,Public,High school,Durango,On-site education
2022-06-30,2021-2022,2021-08-01,27.0,12478.0,611.0,81.0,548.0,12505.0,Private,Elementary school,Durango,Mixed
2022-06-30,2021-2022,2021-08-01,128.0,6057.0,277.0,58.0,672.0,6185.0,Private,Middle school,Durango,Mixed
2022-06-30,2021-2022,2021-08-01,650.0,202130.0,9798.0,2403.0,9834.0,202780.0,Public,Elementary school,Durango,Mixed
2022-06-30,2021-2022,2021-08-01,1579.0,87418.0,4590.0,949.0,6658.0,88997.0,Public,Middle school,Durango,Mixed
2023-06-30,2022-2023,2022-08-01,0.0,3226.0,10.0,5.0,29.0,3226.0,Public,High school,Durango,Remote schooling
2023-06-30,2022-2023,2022-08-01,78.0,13801.0,670.0,82.0,581.0,13879.0,Private,Elementary school,Durango,On-site education
2023-06-30,2022-2023,2022-08-01,55.0,6787.0,304.0,61.0,738.0,6842.0,Private,Middle school,Durango,On-site education
2023-06-30,2022-2023,2022-08-01,155.0,1490.0,98.0,14.0,209.0,1645.0,Private,Technical school,Durango,On-site education
2023-06-30,2022-2023,2022-08-01,971.0,6714.0,357.0,67.0,890.0,7685.0,Private,High school,Durango,On-site education
2023-06-30,2022-2023,2022-08-01,496.0,199221.0,9916.0,2392.0,9827.0,199717.0,Public,Elementary school,Durango,On-site education
2023-06-30,2022-2023,2022-08-01,416.0,89201.0,4613.0,955.0,6687.0,89617.0,Public,Middle school,Durango,On-site education
2023-06-30,2022-2023,2022-08-01,160.0,637.0,55.0,3.0,52.0,797.0,Public,Technical school,Durango,On-site education
2023-06-30,2022-2023,2022-08-01,2414.0,64538.0,2319.0,270.0,5946.0,66952.0,Public,High school,Durango,On-site education
2023-06-30,2022-2023,2022-08-01,78.0,13801.0,670.0,82.0,581.0,13879.0,Private,Elementary school,Durango,Mixed
2023-06-30,2022-2023,2022-08-01,55.0,6787.0,304.0,61.0,738.0,6842.0,Private,Middle school,Durango,Mixed
2023-06-30,2022-2023,2022-08-01,496.0,199221.0,9916.0,2392.0,9827.0,199717.0,Public,Elementary school,Durango,Mixed
2023-06-30,2022-2023,2022-08-01,416.0,89201.0,4613.0,955.0,6687.0,89617.0,Public,Middle school,Durango,Mixed
2022-06-30,2021-2022,2021-08-01,,8031.0,488.0,155.0,481.0,8031.0,Private,Pre-school,Durango,On-site education
2022-06-30,2021-2022,2021-08-01,,2515.0,149.0,36.0,72.0,2515.0,Private,Nursery school,Durango,On-site education
2022-06-30,2021-2022,2021-08-01,,57373.0,3417.0,1606.0,3391.0,57373.0,Public,Pre-school,Durango,On-site education
2022-06-30,2021-2022,2021-08-01,,1806.0,122.0,57.0,85.0,1806.0,Public,Nursery school,Durango,On-site education
2022-06-30,2021-2022,2021-08-01,,8031.0,488.0,155.0,481.0,8031.0,Private,Pre-school,Durango,Mixed
2022-06-30,2021-2022,2021-08-01,,2515.0,149.0,36.0,72.0,2515.0,Private,Nursery school,Durango,Mixed
2022-06-30,2021-2022,2021-08-01,,57373.0,3417.0,1606.0,3391.0,57373.0,Public,Pre-school,Durango,Mixed
2022-06-30,2021-2022,2021-08-01,,1806.0,122.0,57.0,85.0,1806.0,Public,Nursery school,Durango,Mixed
2023-06-30,2022-2023,2022-08-01,,9472.0,517.0,156.0,524.0,9472.0,Private,Pre-school,Durango,On-site education
2023-06-30,2022-2023,2022-08-01,,2907.0,153.0,38.0,66.0,2907.0,Private,Nursery school,Durango,On-site education
2023-06-30,2022-2023,2022-08-01,,55835.0,3420.0,1609.0,3483.0,55835.0,Public,Pre-school,Durango,On-site education
2023-06-30,2022-2023,2022-08-01,,2101.0,136.0,65.0,89.0,2101.0,Public,Nursery school,Durango,On-site education
2023-06-30,2022-2023,2022-08-01,,9472.0,517.0,156.0,524.0,9472.0,Private,Pre-school,Durango,Mixed
2023-06-30,2022-2023,2022-08-01,,2907.0,153.0,38.0,66.0,2907.0,Private,Nursery school,Durango,Mixed
2023-06-30,2022-2023,2022-08-01,,55835.0,3420.0,1609.0,3483.0,55835.0,Public,Pre-school,Durango,Mixed
2023-06-30,2022-2023,2022-08-01,,2101.0,136.0,65.0,89.0,2101.0,Public,Nursery school,Durango,Mixed
2022-06-30,2021-2022,2021-08-01,,,98.0,15.0,189.0,1668.0,Private,Technical school,Durango,Mixed
2022-06-30,2021-2022,2021-08-01,,,331.0,65.0,855.0,6864.0,Private,High school,Durango,Mixed
2022-06-30,2021-2022,2021-08-01,,,42.0,3.0,52.0,928.0,Public,Technical school,Durango,Mixed
2022-06-30,2021-2022,2021-08-01,,,2323.0,272.0,5586.0,67875.0,Public,High school,Durango,Mixed
2023-06-30,2022-2023,2022-08-01,,,98.0,14.0,209.0,1645.0,Private,Technical school,Durango,Mixed
2023-06-30,2022-2023,2022-08-01,,,360.0,68.0,902.0,7745.0,Private,High school,Durango,Mixed
2023-06-30,2022-2023,2022-08-01,,,55.0,3.0,52.0,797.0,Public,Technical school,Durango,Mixed
2023-06-30,2022-2023,2022-08-01,,,2329.0,275.0,5975.0,70178.0,Public,High school,Durango,Mixed
2022-06-30,2021-2022,2021-08-01,328.0,517.0,24.0,6.0,57.0,845.0,Private,High school,Guanajuato,Remote schooling
2022-06-30,2021-2022,2021-08-01,0.0,6316.0,86.0,11.0,88.0,6316.0,Public,High school,Guanajuato,Remote schooling
2022-06-30,2021-2022,2021-08-01,1100.0,60496.0,3098.0,399.0,3093.0,61596.0,Private,Elementary school,Guanajuato,On-site education
2022-06-30,2021-2022,2021-08-01,373.0,30577.0,1388.0,290.0,3431.0,30950.0,Private,Middle school,Guanajuato,On-site education
2022-06-30,2021-2022,2021-08-01,3.0,804.0,66.0,13.0,78.0,807.0,Private,Technical school,Guanajuato,On-site education
2022-06-30,2021-2022,2021-08-01,4707.0,40235.0,2539.0,411.0,6049.0,44942.0,Private,High school,Guanajuato,On-site education
2022-06-30,2021-2022,2021-08-01,3666.0,625334.0,22659.0,3973.0,22696.0,629000.0,Public,Elementary school,Guanajuato,On-site education
2022-06-30,2021-2022,2021-08-01,1504.0,280340.0,10687.0,1579.0,14776.0,281844.0,Public,Middle school,Guanajuato,On-site education
2022-06-30,2021-2022,2021-08-01,10.0,188.0,18.0,2.0,64.0,198.0,Public,Technical school,Guanajuato,On-site education
2022-06-30,2021-2022,2021-08-01,5425.0,177820.0,5713.0,816.0,13183.0,183245.0,Public,High school,Guanajuato,On-site education
2022-06-30,2021-2022,2021-08-01,1100.0,60496.0,3098.0,399.0,3093.0,61596.0,Private,Elementary school,Guanajuato,Mixed
2022-06-30,2021-2022,2021-08-01,373.0,30577.0,1388.0,290.0,3431.0,30950.0,Private,Middle school,Guanajuato,Mixed
2022-06-30,2021-2022,2021-08-01,3666.0,625334.0,22659.0,3973.0,22696.0,629000.0,Public,Elementary school,Guanajuato,Mixed
2022-06-30,2021-2022,2021-08-01,1504.0,280340.0,10687.0,1579.0,14776.0,281844.0,Public,Middle school,Guanajuato,Mixed
2023-06-30,2022-2023,2022-08-01,0.0,736.0,19.0,6.0,82.0,736.0,Private,High school,Guanajuato,Remote schooling
2023-06-30,2022-2023,2022-08-01,0.0,11060.0,68.0,13.0,118.0,11060.0,Public,High school,Guanajuato,Remote schooling
2023-06-30,2022-2023,2022-08-01,1172.0,63035.0,3146.0,401.0,3152.0,64207.0,Private,Elementary school,Guanajuato,On-site education
2023-06-30,2022-2023,2022-08-01,959.0,31046.0,1393.0,291.0,3460.0,32005.0,Private,Middle school,Guanajuato,On-site education
2023-06-30,2022-2023,2022-08-01,11.0,746.0,66.0,12.0,74.0,757.0,Private,Technical school,Guanajuato,On-site education
2023-06-30,2022-2023,2022-08-01,7616.0,41201.0,2641.0,397.0,5931.0,48817.0,Private,High school,Guanajuato,On-site education
2023-06-30,2022-2023,2022-08-01,4120.0,615346.0,22601.0,3948.0,22635.0,619466.0,Public,Elementary school,Guanajuato,On-site education
2023-06-30,2022-2023,2022-08-01,1577.0,276752.0,10726.0,1590.0,15633.0,278329.0,Public,Middle school,Guanajuato,On-site education
2023-06-30,2022-2023,2022-08-01,0.0,147.0,23.0,2.0,55.0,147.0,Public,Technical school,Guanajuato,On-site education
2023-06-30,2022-2023,2022-08-01,5202.0,181289.0,5668.0,812.0,12121.0,186491.0,Public,High school,Guanajuato,On-site education
2023-06-30,2022-2023,2022-08-01,1172.0,63035.0,3146.0,401.0,3152.0,64207.0,Private,Elementary school,Guanajuato,Mixed
2023-06-30,2022-2023,2022-08-01,959.0,31046.0,1393.0,291.0,3460.0,32005.0,Private,Middle school,Guanajuato,Mixed
2023-06-30,2022-2023,2022-08-01,4120.0,615346.0,22601.0,3948.0,22635.0,619466.0,Public,Elementary school,Guanajuato,Mixed
2023-06-30,2022-2023,2022-08-01,1577.0,276752.0,10726.0,1590.0,15633.0,278329.0,Public,Middle school,Guanajuato,Mixed
2022-06-30,2021-2022,2021-08-01,,22952.0,1795.0,594.0,1801.0,22952.0,Private,Pre-school,Guanajuato,On-site education
2022-06-30,2021-2022,2021-08-01,,6441.0,354.0,58.0,134.0,6441.0,Private,Nursery school,Guanajuato,On-site education
2022-06-30,2021-2022,2021-08-01,,202083.0,8767.0,3589.0,8795.0,202083.0,Public,Pre-school,Guanajuato,On-site education
2022-06-30,2021-2022,2021-08-01,,1384.0,171.0,35.0,80.0,1384.0,Public,Nursery school,Guanajuato,On-site education
2022-06-30,2021-2022,2021-08-01,,22952.0,1795.0,594.0,1801.0,22952.0,Private,Pre-school,Guanajuato,Mixed
2022-06-30,2021-2022,2021-08-01,,6441.0,354.0,58.0,134.0,6441.0,Private,Nursery school,Guanajuato,Mixed
2022-06-30,2021-2022,2021-08-01,,202083.0,8767.0,3589.0,8795.0,202083.0,Public,Pre-school,Guanajuato,Mixed
2022-06-30,2021-2022,2021-08-01,,1384.0,171.0,35.0,80.0,1384.0,Public,Nursery school,Guanajuato,Mixed
2023-06-30,2022-2023,2022-08-01,,27900.0,1895.0,604.0,1910.0,27900.0,Private,Pre-school,Guanajuato,On-site education
2023-06-30,2022-2023,2022-08-01,,6468.0,329.0,56.0,167.0,6468.0,Private,Nursery school,Guanajuato,On-site education
2023-06-30,2022-2023,2022-08-01,,205390.0,8642.0,3550.0,8666.0,205390.0,Public,Pre-school,Guanajuato,On-site education
2023-06-30,2022-2023,2022-08-01,,1428.0,152.0,33.0,73.0,1428.0,Public,Nursery school,Guanajuato,On-site education
2023-06-30,2022-2023,2022-08-01,,27900.0,1895.0,604.0,1910.0,27900.0,Private,Pre-school,Guanajuato,Mixed
2023-06-30,2022-2023,2022-08-01,,6468.0,329.0,56.0,167.0,6468.0,Private,Nursery school,Guanajuato,Mixed
2023-06-30,2022-2023,2022-08-01,,205390.0,8642.0,3550.0,8666.0,205390.0,Public,Pre-school,Guanajuato,Mixed
2023-06-30,2022-2023,2022-08-01,,1428.0,152.0,33.0,73.0,1428.0,Public,Nursery school,Guanajuato,Mixed
2022-06-30,2021-2022,2021-08-01,,,66.0,13.0,78.0,807.0,Private,Technical school,Guanajuato,Mixed
2022-06-30,2021-2022,2021-08-01,,,2563.0,417.0,6106.0,45787.0,Private,High school,Guanajuato,Mixed
2022-06-30,2021-2022,2021-08-01,,,18.0,2.0,64.0,198.0,Public,Technical school,Guanajuato,Mixed
2022-06-30,2021-2022,2021-08-01,,,5799.0,827.0,13271.0,189561.0,Public,High school,Guanajuato,Mixed
2023-06-30,2022-2023,2022-08-01,,,66.0,12.0,74.0,757.0,Private,Technical school,Guanajuato,Mixed
2023-06-30,2022-2023,2022-08-01,,,2660.0,403.0,6013.0,49553.0,Private,High school,Guanajuato,Mixed
2023-06-30,2022-2023,2022-08-01,,,23.0,2.0,55.0,147.0,Public,Technical school,Guanajuato,Mixed
2023-06-30,2022-2023,2022-08-01,,,5736.0,825.0,12239.0,197551.0,Public,High school,Guanajuato,Mixed
2022-06-30,2021-2022,2021-08-01,110.0,4956.0,39.0,21.0,119.0,5066.0,Public,High school,Guerrero,Remote schooling
2022-06-30,2021-2022,2021-08-01,14.0,13529.0,829.0,135.0,822.0,13543.0,Private,Elementary school,Guerrero,On-site education
2022-06-30,2021-2022,2021-08-01,15.0,6679.0,361.0,91.0,963.0,6694.0,Private,Middle school,Guerrero,On-site education
2022-06-30,2021-2022,2021-08-01,454.0,6594.0,375.0,94.0,1122.0,7048.0,Private,High school,Guerrero,On-site education
2022-06-30,2021-2022,2021-08-01,369.0,416803.0,21013.0,4313.0,20961.0,417172.0,Public,Elementary school,Guerrero,On-site education
2022-06-30,2021-2022,2021-08-01,367.0,177364.0,8920.0,1871.0,11998.0,177731.0,Public,Middle school,Guerrero,On-site education
2022-06-30,2021-2022,2021-08-01,29.0,1182.0,30.0,4.0,100.0,1211.0,Public,Technical school,Guerrero,On-site education
2022-06-30,2021-2022,2021-08-01,7573.0,121566.0,4527.0,746.0,9430.0,129139.0,Public,High school,Guerrero,On-site education
2022-06-30,2021-2022,2021-08-01,14.0,13529.0,829.0,135.0,822.0,13543.0,Private,Elementary school,Guerrero,Mixed
2022-06-30,2021-2022,2021-08-01,15.0,6679.0,361.0,91.0,963.0,6694.0,Private,Middle school,Guerrero,Mixed
2022-06-30,2021-2022,2021-08-01,369.0,416803.0,21013.0,4313.0,20961.0,417172.0,Public,Elementary school,Guerrero,Mixed
2022-06-30,2021-2022,2021-08-01,367.0,177364.0,8920.0,1871.0,11998.0,177731.0,Public,Middle school,Guerrero,Mixed
2023-06-30,2022-2023,2022-08-01,42.0,4915.0,29.0,21.0,204.0,4957.0,Public,High school,Guerrero,Remote schooling
2023-06-30,2022-2023,2022-08-01,103.0,15315.0,868.0,131.0,827.0,15418.0,Private,Elementary school,Guerrero,On-site education
2023-06-30,2022-2023,2022-08-01,5.0,7336.0,372.0,93.0,984.0,7341.0,Private,Middle school,Guerrero,On-site education
2023-06-30,2022-2023,2022-08-01,502.0,7481.0,407.0,99.0,1155.0,7983.0,Private,High school,Guerrero,On-site education
2023-06-30,2022-2023,2022-08-01,707.0,406150.0,21373.0,4354.0,20823.0,406857.0,Public,Elementary school,Guerrero,On-site education
2023-06-30,2022-2023,2022-08-01,1146.0,174905.0,8967.0,1898.0,11972.0,176051.0,Public,Middle school,Guerrero,On-site education
2023-06-30,2022-2023,2022-08-01,43.0,1194.0,30.0,4.0,106.0,1237.0,Public,Technical school,Guerrero,On-site education
2023-06-30,2022-2023,2022-08-01,5751.0,122546.0,4560.0,748.0,9292.0,128297.0,Public,High school,Guerrero,On-site education
2023-06-30,2022-2023,2022-08-01,103.0,15315.0,868.0,131.0,827.0,15418.0,Private,Elementary school,Guerrero,Mixed
2023-06-30,2022-2023,2022-08-01,5.0,7336.0,372.0,93.0,984.0,7341.0,Private,Middle school,Guerrero,Mixed
2023-06-30,2022-2023,2022-08-01,707.0,406150.0,21373.0,4354.0,20823.0,406857.0,Public,Elementary school,Guerrero,Mixed
2023-06-30,2022-2023,2022-08-01,1146.0,174905.0,8967.0,1898.0,11972.0,176051.0,Public,Middle school,Guerrero,Mixed
2022-06-30,2021-2022,2021-08-01,,5141.0,420.0,160.0,427.0,5141.0,Private,Pre-school,Guerrero,On-site education
2022-06-30,2021-2022,2021-08-01,,661.0,19.0,17.0,59.0,661.0,Private,Nursery school,Guerrero,On-site education
2022-06-30,2021-2022,2021-08-01,,159330.0,9745.0,3747.0,9661.0,159330.0,Public,Pre-school,Guerrero,On-site education
2022-06-30,2021-2022,2021-08-01,,1943.0,131.0,65.0,132.0,1943.0,Public,Nursery school,Guerrero,On-site education
2022-06-30,2021-2022,2021-08-01,,5141.0,420.0,160.0,427.0,5141.0,Private,Pre-school,Guerrero,Mixed
2022-06-30,2021-2022,2021-08-01,,661.0,19.0,17.0,59.0,661.0,Private,Nursery school,Guerrero,Mixed
2022-06-30,2021-2022,2021-08-01,,159330.0,9745.0,3747.0,9661.0,159330.0,Public,Pre-school,Guerrero,Mixed
2022-06-30,2021-2022,2021-08-01,,1943.0,131.0,65.0,132.0,1943.0,Public,Nursery school,Guerrero,Mixed
2023-06-30,2022-2023,2022-08-01,,6896.0,453.0,162.0,455.0,6896.0,Private,Pre-school,Guerrero,On-site education
2023-06-30,2022-2023,2022-08-01,,1350.0,79.0,16.0,94.0,1350.0,Private,Nursery school,Guerrero,On-site education
2023-06-30,2022-2023,2022-08-01,,160952.0,9770.0,3795.0,9638.0,160952.0,Public,Pre-school,Guerrero,On-site education
2023-06-30,2022-2023,2022-08-01,,2090.0,143.0,64.0,131.0,2090.0,Public,Nursery school,Guerrero,On-site education
2023-06-30,2022-2023,2022-08-01,,6896.0,453.0,162.0,455.0,6896.0,Private,Pre-school,Guerrero,Mixed
2023-06-30,2022-2023,2022-08-01,,1350.0,79.0,16.0,94.0,1350.0,Private,Nursery school,Guerrero,Mixed
2023-06-30,2022-2023,2022-08-01,,160952.0,9770.0,3795.0,9638.0,160952.0,Public,Pre-school,Guerrero,Mixed
2023-06-30,2022-2023,2022-08-01,,2090.0,143.0,64.0,131.0,2090.0,Public,Nursery school,Guerrero,Mixed
2022-06-30,2021-2022,2021-08-01,,,393.0,97.0,1164.0,7623.0,Private,High school,Guerrero,Mixed
2022-06-30,2021-2022,2021-08-01,,,30.0,4.0,100.0,1211.0,Public,Technical school,Guerrero,Mixed
2022-06-30,2021-2022,2021-08-01,,,4566.0,767.0,9549.0,134205.0,Public,High school,Guerrero,Mixed
2023-06-30,2022-2023,2022-08-01,,,433.0,102.0,1198.0,8755.0,Private,High school,Guerrero,Mixed
2023-06-30,2022-2023,2022-08-01,,,30.0,4.0,106.0,1237.0,Public,Technical school,Guerrero,Mixed
2023-06-30,2022-2023,2022-08-01,,,4589.0,769.0,9496.0,133254.0,Public,High school,Guerrero,Mixed
2022-06-30,2021-2022,2021-08-01,88.0,1300.0,15.0,7.0,71.0,1388.0,Public,High school,Zacatecas,Remote schooling
2022-06-30,2021-2022,2021-08-01,43.0,10264.0,562.0,78.0,536.0,10307.0,Private,Elementary school,Zacatecas,On-site education
2022-06-30,2021-2022,2021-08-01,7.0,4105.0,212.0,52.0,631.0,4112.0,Private,Middle school,Zacatecas,On-site education
